timestamp,joint_name,x_pixel,y_pixel,angle
1772576903.850108,Thumb MCP,1123,757,176.31
1772576903.850108,Thumb IP,1049,731,159.65
1772576903.850108,Landmark_4,991,732,
1772576903.850108,Landmark_5,1170,589,
1772576903.850108,Index PIP,1115,496,179.59
1772576903.850108,Index DIP,1083,441,179.41
1772576903.850108,Landmark_8,1058,397,
1772576903.850108,Landmark_9,1223,559,
1772576903.850108,Middle PIP,1182,451,179.63
1772576903.850108,Middle DIP,1158,389,179.65
1772576903.850108,Landmark_12,1139,339,
1772576903.850108,Landmark_13,1279,552,
1772576903.850108,Ring PIP,1254,452,177.07
1772576903.850108,Ring DIP,1236,393,179.95
1772576903.850108,Landmark_16,1221,344,
1772576903.850108,Landmark_17,1340,565,
1772576903.850108,Pinky PIP,1349,493,178.95
1772576903.850108,Pinky DIP,1354,446,179.64
1772576903.850108,Landmark_20,1358,406,
1772576903.8505118,Landmark_0,379,1046,
1772576903.8505118,Landmark_1,479,1005,
1772576903.8505118,Thumb MCP,564,932,171.13
1772576903.8505118,Thumb IP,635,888,160.64
1772576903.8505118,Landmark_4,694,875,
1772576903.8505118,Landmark_5,496,786,
1772576903.8505118,Index PIP,530,695,179.40
1772576903.8505118,Index DIP,547,648,178.12
1772576903.8505118,Landmark_8,560,608,
1772576903.8505118,Landmark_9,438,774,
1772576903.8505118,Middle PIP,461,678,178.40
1772576903.8505118,Middle DIP,475,626,179.54
1772576903.8505118,Landmark_12,485,590,
1772576903.8505118,Landmark_13,380,782,
1772576903.8505118,Ring PIP,399,696,176.34
1772576903.8505118,Ring DIP,412,651,174.61
1772576903.8505118,Landmark_16,425,618,
1772576903.8505118,Landmark_17,321,809,
1772576903.8505118,Pinky PIP,308,749,174.12
1772576903.8505118,Pinky DIP,304,713,173.66
1772576903.8505118,Landmark_20,304,683,
1772576903.933527,Landmark_0,1280,857,
1772576903.933527,Landmark_1,1187,842,
1772576903.933527,Thumb MCP,1098,808,177.06
1772576903.933527,Thumb IP,1024,784,159.17
1772576903.933527,Landmark_4,964,787,
1772576903.933527,Landmark_5,1146,650,
1772576903.933527,Index PIP,1092,563,176.71
1772576903.933527,Index DIP,1061,506,174.24
1772576903.933527,Landmark_8,1040,456,
1772576903.933527,Landmark_9,1196,622,
1772576903.933527,Middle PIP,1154,519,177.03
1772576903.933527,Middle DIP,1131,453,175.53
1772576903.933527,Landmark_12,1116,396,
1772576903.933527,Landmark_13,1250,617,
1772576903.933527,Ring PIP,1226,519,178.34
1772576903.933527,Ring DIP,1210,461,179.15
1772576903.933527,Landmark_16,1197,411,
1772576903.933527,Landmark_17,1307,631,
1772576903.933527,Pinky PIP,1318,561,177.55
1772576903.933527,Pinky DIP,1323,517,179.23
1772576903.933527,Landmark_20,1327,477,
1772576903.933928,Landmark_0,377,1036,
1772576903.933928,Landmark_1,475,998,
1772576903.933928,Thumb MCP,561,931,170.92
1772576903.933928,Thumb IP,630,893,159.69
1772576903.933928,Landmark_4,690,884,
1772576903.933928,Landmark_5,493,788,
1772576903.933928,Index PIP,530,696,175.27
1772576903.933928,Index DIP,547,641,178.60
1772576903.933928,Landmark_8,560,595,
1772576903.933928,Landmark_9,434,774,
1772576903.933928,Middle PIP,457,672,177.52
1772576903.933928,Middle DIP,468,611,178.43
1772576903.933928,Landmark_12,475,565,
1772576903.933928,Landmark_13,376,781,
1772576903.933928,Ring PIP,389,687,176.15
1772576903.933928,Ring DIP,400,634,176.71
1772576903.933928,Landmark_16,411,593,
1772576903.933928,Landmark_17,315,810,
1772576903.933928,Pinky PIP,295,746,178.59
1772576903.933928,Pinky DIP,283,704,176.58
1772576903.933928,Landmark_20,275,668,
1772576904.019551,Landmark_0,1239,859,
1772576904.019551,Landmark_1,1155,846,
1772576904.019551,Thumb MCP,1069,813,176.96
1772576904.019551,Thumb IP,998,790,163.06
1772576904.019551,Landmark_4,941,789,
1772576904.019551,Landmark_5,1107,663,
1772576904.019551,Index PIP,1057,582,175.75
1772576904.019551,Index DIP,1030,530,177.58
1772576904.019551,Landmark_8,1009,485,
1772576904.019551,Landmark_9,1153,636,
1772576904.019551,Middle PIP,1116,539,178.71
1772576904.019551,Middle DIP,1095,480,177.83
1772576904.019551,Landmark_12,1079,429,
1772576904.019551,Landmark_13,1204,631,
1772576904.019551,Ring PIP,1180,539,179.42
1772576904.019551,Ring DIP,1166,483,179.18
1772576904.019551,Landmark_16,1153,434,
1772576904.019551,Landmark_17,1259,645,
1772576904.019551,Pinky PIP,1267,580,179.77
1772576904.019551,Pinky DIP,1272,538,177.73
1772576904.019551,Landmark_20,1275,500,
1772576904.020085,Landmark_0,388,1012,
1772576904.020085,Landmark_1,486,978,
1772576904.020085,Thumb MCP,573,921,174.32
1772576904.020085,Thumb IP,642,885,155.41
1772576904.020085,Landmark_4,700,882,
1772576904.020085,Landmark_5,511,778,
1772576904.020085,Index PIP,553,689,174.46
1772576904.020085,Index DIP,572,636,177.93
1772576904.020085,Landmark_8,586,592,
1772576904.020085,Landmark_9,454,762,
1772576904.020085,Middle PIP,481,662,176.92
1772576904.020085,Middle DIP,494,601,178.59
1772576904.020085,Landmark_12,503,553,
1772576904.020085,Landmark_13,397,768,
1772576904.020085,Ring PIP,413,671,178.44
1772576904.020085,Ring DIP,424,614,178.12
1772576904.020085,Landmark_16,434,570,
1772576904.020085,Landmark_17,338,792,
1772576904.020085,Pinky PIP,315,728,178.27
1772576904.020085,Pinky DIP,301,685,178.52
1772576904.020085,Landmark_20,290,648,
1772576904.095024,Landmark_0,1204,823,
1772576904.095024,Landmark_1,1128,810,
1772576904.095024,Thumb MCP,1049,784,179.14
1772576904.095024,Thumb IP,985,764,164.85
1772576904.095024,Landmark_4,933,762,
1772576904.095024,Landmark_5,1076,642,
1772576904.095024,Index PIP,1026,566,177.44
1772576904.095024,Index DIP,998,519,175.22
1772576904.095024,Landmark_8,978,478,
1772576904.095024,Landmark_9,1119,616,
1772576904.095024,Middle PIP,1080,525,177.70
1772576904.095024,Middle DIP,1059,470,177.90
1772576904.095024,Landmark_12,1043,423,
1772576904.095024,Landmark_13,1166,611,
1772576904.095024,Ring PIP,1141,528,179.63
1772576904.095024,Ring DIP,1126,477,179.46
1772576904.095024,Landmark_16,1112,431,
1772576904.095024,Landmark_17,1217,621,
1772576904.095024,Pinky PIP,1224,561,178.92
1772576904.095024,Pinky DIP,1228,520,177.36
1772576904.095024,Landmark_20,1230,481,
1772576904.095447,Landmark_0,402,985,
1772576904.095447,Landmark_1,497,951,
1772576904.095447,Thumb MCP,583,895,171.50
1772576904.095447,Thumb IP,653,863,163.96
1772576904.095447,Landmark_4,713,854,
1772576904.095447,Landmark_5,523,759,
1772576904.095447,Index PIP,564,671,175.09
1772576904.095447,Index DIP,583,619,176.04
1772576904.095447,Landmark_8,596,574,
1772576904.095447,Landmark_9,469,743,
1772576904.095447,Middle PIP,497,645,176.48
1772576904.095447,Middle DIP,510,586,178.41
1772576904.095447,Landmark_12,519,539,
1772576904.095447,Landmark_13,412,747,
1772576904.095447,Ring PIP,428,655,176.33
1772576904.095447,Ring DIP,441,601,176.71
1772576904.095447,Landmark_16,454,558,
1772576904.095447,Landmark_17,350,769,
1772576904.095447,Pinky PIP,329,705,178.66
1772576904.095447,Pinky DIP,316,662,177.92
1772576904.095447,Landmark_20,306,624,
1772576904.170272,Landmark_0,1191,787,
1772576904.170272,Landmark_1,1120,777,
1772576904.170272,Thumb MCP,1043,751,177.53
1772576904.170272,Thumb IP,981,733,164.98
1772576904.170272,Landmark_4,932,732,
1772576904.170272,Landmark_5,1067,621,
1772576904.170272,Index PIP,1017,551,176.93
1772576904.170272,Index DIP,989,507,176.34
1772576904.170272,Landmark_8,967,467,
1772576904.170272,Landmark_9,1106,595,
1772576904.170272,Middle PIP,1068,510,179.77
1772576904.170272,Middle DIP,1045,458,176.42
1772576904.170272,Landmark_12,1028,412,
1772576904.170272,Landmark_13,1149,588,
1772576904.170272,Ring PIP,1127,511,176.44
1772576904.170272,Ring DIP,1110,463,179.52
1772576904.170272,Landmark_16,1094,419,
1772576904.170272,Landmark_17,1196,597,
1772576904.170272,Pinky PIP,1201,541,178.93
1772576904.170272,Pinky DIP,1205,504,178.87
1772576904.170272,Landmark_20,1208,470,
1772576904.1706529,Landmark_0,393,957,
1772576904.1706529,Landmark_1,487,922,
1772576904.1706529,Thumb MCP,568,864,172.01
1772576904.1706529,Thumb IP,633,830,165.23
1772576904.1706529,Landmark_4,690,817,
1772576904.1706529,Landmark_5,507,733,
1772576904.1706529,Index PIP,544,647,177.76
1772576904.1706529,Index DIP,564,595,177.40
1772576904.1706529,Landmark_8,578,553,
1772576904.1706529,Landmark_9,453,717,
1772576904.1706529,Middle PIP,476,622,179.81
1772576904.1706529,Middle DIP,490,565,179.76
1772576904.1706529,Landmark_12,501,521,
1772576904.1706529,Landmark_13,397,722,
1772576904.1706529,Ring PIP,409,633,176.79
1772576904.1706529,Ring DIP,419,581,176.54
1772576904.1706529,Landmark_16,430,538,
1772576904.1706529,Landmark_17,339,745,
1772576904.1706529,Pinky PIP,316,687,179.41
1772576904.1706529,Pinky DIP,301,648,176.89
1772576904.1706529,Landmark_20,290,614,
1772576904.2502131,Landmark_0,1184,780,
1772576904.2502131,Landmark_1,1113,772,
1772576904.2502131,Thumb MCP,1042,747,177.04
1772576904.2502131,Thumb IP,981,729,167.06
1772576904.2502131,Landmark_4,932,726,
1772576904.2502131,Landmark_5,1065,614,
1772576904.2502131,Index PIP,1018,545,178.21
1772576904.2502131,Index DIP,990,501,175.83
1772576904.2502131,Landmark_8,969,462,
1772576904.2502131,Landmark_9,1103,588,
1772576904.2502131,Middle PIP,1067,507,178.97
1772576904.2502131,Middle DIP,1045,455,179.10
1772576904.2502131,Landmark_12,1028,413,
1772576904.2502131,Landmark_13,1145,582,
1772576904.2502131,Ring PIP,1123,504,176.18
1772576904.2502131,Ring DIP,1107,459,178.54
1772576904.2502131,Landmark_16,1092,420,
1772576904.2502131,Landmark_17,1191,591,
1772576904.2502131,Pinky PIP,1197,536,178.54
1772576904.2502131,Pinky DIP,1200,500,179.57
1772576904.2502131,Landmark_20,1203,467,
1772576904.250602,Landmark_0,374,935,
1772576904.250602,Landmark_1,468,900,
1772576904.250602,Thumb MCP,545,840,174.67
1772576904.250602,Thumb IP,606,801,160.26
1772576904.250602,Landmark_4,663,788,
1772576904.250602,Landmark_5,479,710,
1772576904.250602,Index PIP,510,626,176.44
1772576904.250602,Index DIP,525,576,174.34
1772576904.250602,Landmark_8,533,535,
1772576904.250602,Landmark_9,422,697,
1772576904.250602,Middle PIP,438,601,180.00
1772576904.250602,Middle DIP,447,547,177.33
1772576904.250602,Landmark_12,452,505,
1772576904.250602,Landmark_13,367,704,
1772576904.250602,Ring PIP,376,618,175.97
1772576904.250602,Ring DIP,385,567,177.33
1772576904.250602,Landmark_16,394,527,
1772576904.250602,Landmark_17,309,730,
1772576904.250602,Pinky PIP,282,672,178.42
1772576904.250602,Pinky DIP,266,635,178.12
1772576904.250602,Landmark_20,253,602,
1772576904.3363452,Landmark_0,1180,781,
1772576904.3363452,Landmark_1,1109,773,
1772576904.3363452,Thumb MCP,1038,750,178.61
1772576904.3363452,Thumb IP,981,730,164.17
1772576904.3363452,Landmark_4,932,727,
1772576904.3363452,Landmark_5,1060,619,
1772576904.3363452,Index PIP,1011,553,176.48
1772576904.3363452,Index DIP,983,510,176.36
1772576904.3363452,Landmark_8,961,471,
1772576904.3363452,Landmark_9,1098,593,
1772576904.3363452,Middle PIP,1061,513,178.51
1772576904.3363452,Middle DIP,1039,462,179.98
1772576904.3363452,Landmark_12,1020,418,
1772576904.3363452,Landmark_13,1141,586,
1772576904.3363452,Ring PIP,1116,510,178.32
1772576904.3363452,Ring DIP,1099,463,178.57
1772576904.3363452,Landmark_16,1083,422,
1772576904.3363452,Landmark_17,1187,594,
1772576904.3363452,Pinky PIP,1193,537,178.50
1772576904.3363452,Pinky DIP,1196,499,178.67
1772576904.3363452,Landmark_20,1198,463,
1772576904.336737,Landmark_0,367,933,
1772576904.336737,Landmark_1,462,899,
1772576904.336737,Thumb MCP,542,837,175.70
1772576904.336737,Thumb IP,604,796,160.80
1772576904.336737,Landmark_4,659,782,
1772576904.336737,Landmark_5,474,704,
1772576904.336737,Index PIP,508,630,173.76
1772576904.336737,Index DIP,522,588,171.57
1772576904.336737,Landmark_8,528,554,
1772576904.336737,Landmark_9,421,691,
1772576904.336737,Middle PIP,441,608,175.10
1772576904.336737,Middle DIP,448,562,174.92
1772576904.336737,Landmark_12,450,530,
1772576904.336737,Landmark_13,366,697,
1772576904.336737,Ring PIP,376,616,176.50
1772576904.336737,Ring DIP,384,573,176.50
1772576904.336737,Landmark_16,392,541,
1772576904.336737,Landmark_17,308,721,
1772576904.336737,Pinky PIP,279,666,178.76
1772576904.336737,Pinky DIP,261,630,176.19
1772576904.336737,Landmark_20,248,599,
1772576904.42081,Landmark_0,1181,781,
1772576904.42081,Landmark_1,1111,774,
1772576904.42081,Thumb MCP,1041,747,176.95
1772576904.42081,Thumb IP,983,721,163.67
1772576904.42081,Landmark_4,932,714,
1772576904.42081,Landmark_5,1054,623,
1772576904.42081,Index PIP,1007,557,177.02
1772576904.42081,Index DIP,979,513,176.34
1772576904.42081,Landmark_8,957,473,
1772576904.42081,Landmark_9,1092,596,
1772576904.42081,Middle PIP,1057,515,179.51
1772576904.42081,Middle DIP,1034,463,179.90
1772576904.42081,Landmark_12,1014,418,
1772576904.42081,Landmark_13,1135,588,
1772576904.42081,Ring PIP,1111,512,178.39
1772576904.42081,Ring DIP,1094,463,179.15
1772576904.42081,Landmark_16,1078,419,
1772576904.42081,Landmark_17,1181,596,
1772576904.42081,Pinky PIP,1188,538,178.83
1772576904.42081,Pinky DIP,1192,498,178.80
1772576904.42081,Landmark_20,1195,460,
1772576904.4212139,Landmark_0,382,924,
1772576904.4212139,Landmark_1,476,887,
1772576904.4212139,Thumb MCP,553,821,174.14
1772576904.4212139,Thumb IP,615,778,163.69
1772576904.4212139,Landmark_4,666,761,
1772576904.4212139,Landmark_5,495,700,
1772576904.4212139,Index PIP,527,629,175.83
1772576904.4212139,Index DIP,542,588,176.76
1772576904.4212139,Landmark_8,552,555,
1772576904.4212139,Landmark_9,441,686,
1772576904.4212139,Middle PIP,460,603,178.18
1772576904.4212139,Middle DIP,469,557,177.30
1772576904.4212139,Landmark_12,474,523,
1772576904.4212139,Landmark_13,386,689,
1772576904.4212139,Ring PIP,396,608,176.96
1772576904.4212139,Ring DIP,404,563,176.45
1772576904.4212139,Landmark_16,412,530,
1772576904.4212139,Landmark_17,328,709,
1772576904.4212139,Pinky PIP,302,653,177.16
1772576904.4212139,Pinky DIP,287,616,176.37
1772576904.4212139,Landmark_20,276,583,
1772576904.493212,Landmark_0,1191,777,
1772576904.493212,Landmark_1,1117,761,
1772576904.493212,Thumb MCP,1049,721,174.31
1772576904.493212,Thumb IP,997,683,173.72
1772576904.493212,Landmark_4,950,656,
1772576904.493212,Landmark_5,1050,623,
1772576904.493212,Index PIP,1014,562,176.02
1772576904.493212,Index DIP,995,524,174.69
1772576904.493212,Landmark_8,981,488,
1772576904.493212,Landmark_9,1091,601,
1772576904.493212,Middle PIP,1066,534,172.22
1772576904.493212,Middle DIP,1057,494,178.32
1772576904.493212,Landmark_12,1050,458,
1772576904.493212,Landmark_13,1135,598,
1772576904.493212,Ring PIP,1121,535,173.64
1772576904.493212,Ring DIP,1117,498,179.05
1772576904.493212,Landmark_16,1113,466,
1772576904.493212,Landmark_17,1181,607,
1772576904.493212,Pinky PIP,1178,560,161.09
1772576904.493212,Pinky DIP,1181,549,156.60
1772576904.493212,Landmark_20,1185,544,
1772576904.493632,Landmark_0,384,885,
1772576904.493632,Landmark_1,474,839,
1772576904.493632,Thumb MCP,539,774,177.17
1772576904.493632,Thumb IP,587,721,175.66
1772576904.493632,Landmark_4,626,684,
1772576904.493632,Landmark_5,497,680,
1772576904.493632,Index PIP,534,603,179.10
1772576904.493632,Index DIP,557,557,177.54
1772576904.493632,Landmark_8,574,519,
1772576904.493632,Landmark_9,447,666,
1772576904.493632,Middle PIP,472,578,178.94
1772576904.493632,Middle DIP,486,525,178.10
1772576904.493632,Landmark_12,498,485,
1772576904.493632,Landmark_13,395,667,
1772576904.493632,Ring PIP,416,580,177.48
1772576904.493632,Ring DIP,431,528,171.32
1772576904.493632,Landmark_16,449,489,
1772576904.493632,Landmark_17,338,682,
1772576904.493632,Pinky PIP,328,613,175.57
1772576904.493632,Pinky DIP,325,568,171.67
1772576904.493632,Landmark_20,328,530,
1772576904.572289,Landmark_0,1204,781,
1772576904.572289,Landmark_1,1119,750,
1772576904.572289,Thumb MCP,1047,705,166.40
1772576904.572289,Thumb IP,1000,657,171.63
1772576904.572289,Landmark_4,968,613,
1772576904.572289,Landmark_5,1051,651,
1772576904.572289,Index PIP,1036,619,18.25
1772576904.572289,Index DIP,1070,655,175.49
1772576904.572289,Landmark_8,1099,691,
1772576904.572289,Landmark_9,1092,634,
1772576904.572289,Middle PIP,1072,598,4.09
1772576904.572289,Middle DIP,1104,647,177.03
1772576904.572289,Landmark_12,1129,690,
1772576904.572289,Landmark_13,1134,621,
1772576904.572289,Ring PIP,1118,594,9.06
1772576904.572289,Ring DIP,1137,642,177.64
1772576904.572289,Landmark_16,1152,685,
1772576904.572289,Landmark_17,1177,614,
1772576904.572289,Pinky PIP,1159,593,29.89
1772576904.572289,Pinky DIP,1166,630,176.68
1772576904.572289,Landmark_20,1174,662,
1772576904.572672,Landmark_0,372,859,
1772576904.572672,Landmark_1,470,786,
1772576904.572672,Thumb MCP,517,718,171.50
1772576904.572672,Thumb IP,544,663,169.20
1772576904.572672,Landmark_4,558,612,
1772576904.572672,Landmark_5,493,662,
1772576904.572672,Index PIP,516,606,22.33
1772576904.572672,Index DIP,516,654,166.61
1772576904.572672,Landmark_8,506,696,
1772576904.572672,Landmark_9,450,656,
1772576904.572672,Middle PIP,480,605,25.03
1772576904.572672,Middle DIP,474,668,167.79
1772576904.572672,Landmark_12,460,712,
1772576904.572672,Landmark_13,402,655,
1772576904.572672,Ring PIP,436,605,31.57
1772576904.572672,Ring DIP,433,670,166.86
1772576904.572672,Landmark_16,420,716,
1772576904.572672,Landmark_17,344,662,
1772576904.572672,Pinky PIP,381,613,47.68
1772576904.572672,Pinky DIP,390,661,159.45
1772576904.572672,Landmark_20,383,701,
1772576904.653325,Landmark_0,1190,759,
1772576904.653325,Landmark_1,1107,736,
1772576904.653325,Thumb MCP,1038,694,161.83
1772576904.653325,Thumb IP,997,646,156.92
1772576904.653325,Landmark_4,981,595,
1772576904.653325,Landmark_5,1049,639,
1772576904.653325,Index PIP,1031,610,6.14
1772576904.653325,Index DIP,1063,651,177.87
1772576904.653325,Landmark_8,1089,687,
1772576904.653325,Landmark_9,1088,624,
1772576904.653325,Middle PIP,1070,596,3.22
1772576904.653325,Middle DIP,1100,649,178.79
1772576904.653325,Landmark_12,1121,688,
1772576904.653325,Landmark_13,1129,615,
1772576904.653325,Ring PIP,1115,590,10.19
1772576904.653325,Ring DIP,1134,645,178.95
1772576904.653325,Landmark_16,1147,685,
1772576904.653325,Landmark_17,1170,609,
1772576904.653325,Pinky PIP,1154,587,24.72
1772576904.653325,Pinky DIP,1162,627,178.59
1772576904.653325,Landmark_20,1169,658,
1772576904.653698,Landmark_0,379,798,
1772576904.653698,Landmark_1,475,738,
1772576904.653698,Thumb MCP,529,676,166.75
1772576904.653698,Thumb IP,558,621,166.23
1772576904.653698,Landmark_4,570,573,
1772576904.653698,Landmark_5,509,612,
1772576904.653698,Index PIP,541,563,15.73
1772576904.653698,Index DIP,525,614,172.79
1772576904.653698,Landmark_8,503,662,
1772576904.653698,Landmark_9,465,603,
1772576904.653698,Middle PIP,495,561,19.00
1772576904.653698,Middle DIP,476,625,176.46
1772576904.653698,Landmark_12,457,677,
1772576904.653698,Landmark_13,416,599,
1772576904.653698,Ring PIP,448,560,26.18
1772576904.653698,Ring DIP,433,624,173.02
1772576904.653698,Landmark_16,415,673,
1772576904.653698,Landmark_17,359,601,
1772576904.653698,Pinky PIP,398,565,44.85
1772576904.653698,Pinky DIP,396,612,162.34
1772576904.653698,Landmark_20,381,653,
1772576904.740865,Landmark_0,1188,741,
1772576904.740865,Landmark_1,1117,727,
1772576904.740865,Thumb MCP,1048,679,165.33
1772576904.740865,Thumb IP,1007,631,163.13
1772576904.740865,Landmark_4,986,583,
1772576904.740865,Landmark_5,1050,626,
1772576904.740865,Index PIP,1037,591,18.66
1772576904.740865,Index DIP,1067,628,175.40
1772576904.740865,Landmark_8,1091,663,
1772576904.740865,Landmark_9,1089,608,
1772576904.740865,Middle PIP,1075,571,8.42
1772576904.740865,Middle DIP,1104,623,173.69
1772576904.740865,Landmark_12,1120,661,
1772576904.740865,Landmark_13,1130,597,
1772576904.740865,Ring PIP,1121,567,3.02
1772576904.740865,Ring DIP,1140,620,173.60
1772576904.740865,Landmark_16,1149,658,
1772576904.740865,Landmark_17,1172,592,
1772576904.740865,Pinky PIP,1159,559,10.79
1772576904.740865,Pinky DIP,1166,596,175.00
1772576904.740865,Landmark_20,1169,626,
1772576904.741347,Landmark_0,399,751,
1772576904.741347,Landmark_1,496,704,
1772576904.741347,Thumb MCP,551,646,161.77
1772576904.741347,Thumb IP,576,593,167.55
1772576904.741347,Landmark_4,586,549,
1772576904.741347,Landmark_5,533,586,
1772576904.741347,Index PIP,564,534,14.54
1772576904.741347,Index DIP,550,582,170.21
1772576904.741347,Landmark_8,528,627,
1772576904.741347,Landmark_9,489,576,
1772576904.741347,Middle PIP,520,525,15.10
1772576904.741347,Middle DIP,502,587,172.44
1772576904.741347,Landmark_12,480,637,
1772576904.741347,Landmark_13,440,569,
1772576904.741347,Ring PIP,474,522,24.57
1772576904.741347,Ring DIP,461,587,168.93
1772576904.741347,Landmark_16,440,638,
1772576904.741347,Landmark_17,382,568,
1772576904.741347,Pinky PIP,422,526,43.60
1772576904.741347,Pinky DIP,422,571,158.20
1772576904.741347,Landmark_20,406,611,
1772576904.818028,Landmark_0,1191,724,
1772576904.818028,Landmark_1,1127,730,
1772576904.818028,Thumb MCP,1067,691,168.02
1772576904.818028,Thumb IP,1027,651,180.00
1772576904.818028,Landmark_4,993,617,
1772576904.818028,Landmark_5,1067,594,
1772576904.818028,Index PIP,1031,544,172.00
1772576904.818028,Index DIP,1011,506,175.67
1772576904.818028,Landmark_8,998,476,
1772576904.818028,Landmark_9,1104,566,
1772576904.818028,Middle PIP,1078,508,171.61
1772576904.818028,Middle DIP,1067,469,176.78
1772576904.818028,Landmark_12,1061,442,
1772576904.818028,Landmark_13,1147,555,
1772576904.818028,Ring PIP,1127,491,172.33
1772576904.818028,Ring DIP,1120,450,177.22
1772576904.818028,Landmark_16,1116,417,
1772576904.818028,Landmark_17,1194,562,
1772576904.818028,Pinky PIP,1198,511,170.91
1772576904.818028,Pinky DIP,1205,482,176.64
1772576904.818028,Landmark_20,1212,459,
1772576904.818409,Landmark_0,422,728,
1772576904.818409,Landmark_1,517,688,
1772576904.818409,Thumb MCP,579,622,171.78
1772576904.818409,Thumb IP,614,572,170.93
1772576904.818409,Landmark_4,644,541,
1772576904.818409,Landmark_5,554,566,
1772576904.818409,Index PIP,574,513,138.75
1772576904.818409,Index DIP,589,505,125.36
1772576904.818409,Landmark_8,599,510,
1772576904.818409,Landmark_9,509,551,
1772576904.818409,Middle PIP,534,480,67.41
1772576904.818409,Middle DIP,544,489,126.79
1772576904.818409,Landmark_12,542,511,
1772576904.818409,Landmark_13,456,545,
1772576904.818409,Ring PIP,480,471,25.09
1772576904.818409,Ring DIP,484,503,161.57
1772576904.818409,Landmark_16,476,543,
1772576904.818409,Landmark_17,396,548,
1772576904.818409,Pinky PIP,415,488,45.12
1772576904.818409,Pinky DIP,427,511,145.93
1772576904.818409,Landmark_20,423,546,
1772576904.900577,Landmark_0,1193,738,
1772576904.900577,Landmark_1,1126,747,
1772576904.900577,Thumb MCP,1063,727,179.56
1772576904.900577,Thumb IP,1008,710,165.03
1772576904.900577,Landmark_4,956,708,
1772576904.900577,Landmark_5,1077,591,
1772576904.900577,Index PIP,1030,522,177.41
1772576904.900577,Index DIP,1001,475,173.27
1772576904.900577,Landmark_8,981,432,
1772576904.900577,Landmark_9,1118,564,
1772576904.900577,Middle PIP,1081,480,177.00
1772576904.900577,Middle DIP,1059,422,177.66
1772576904.900577,Landmark_12,1042,371,
1772576904.900577,Landmark_13,1163,557,
1772576904.900577,Ring PIP,1139,476,178.72
1772576904.900577,Ring DIP,1122,423,178.48
1772576904.900577,Landmark_16,1108,375,
1772576904.900577,Landmark_17,1212,567,
1772576904.900577,Pinky PIP,1220,504,175.93
1772576904.900577,Pinky DIP,1228,464,176.60
1772576904.900577,Landmark_20,1233,428,
1772576904.9009721,Landmark_0,442,717,
1772576904.9009721,Landmark_1,526,711,
1772576904.9009721,Thumb MCP,604,661,172.06
1772576904.9009721,Thumb IP,667,632,160.48
1772576904.9009721,Landmark_4,722,627,
1772576904.9009721,Landmark_5,564,523,
1772576904.9009721,Index PIP,601,464,177.65
1772576904.9009721,Index DIP,625,422,179.37
1772576904.9009721,Landmark_8,642,393,
1772576904.9009721,Landmark_9,511,497,
1772576904.9009721,Middle PIP,533,424,178.09
1772576904.9009721,Middle DIP,546,375,179.48
1772576904.9009721,Landmark_12,557,335,
1772576904.9009721,Landmark_13,452,495,
1772576904.9009721,Ring PIP,462,417,179.01
1772576904.9009721,Ring DIP,469,369,179.09
1772576904.9009721,Landmark_16,475,332,
1772576904.9009721,Landmark_17,391,514,
1772576904.9009721,Pinky PIP,356,455,179.71
1772576904.9009721,Pinky DIP,332,415,177.53
1772576904.9009721,Landmark_20,313,380,
1772576904.971411,Landmark_0,1192,741,
1772576904.971411,Landmark_1,1114,733,
1772576904.971411,Thumb MCP,1044,697,170.87
1772576904.971411,Thumb IP,991,658,179.92
1772576904.971411,Landmark_4,949,627,
1772576904.971411,Landmark_5,1048,585,
1772576904.971411,Index PIP,1013,517,178.23
1772576904.971411,Index DIP,993,475,176.60
1772576904.971411,Landmark_8,978,438,
1772576904.971411,Landmark_9,1090,560,
1772576904.971411,Middle PIP,1070,485,176.38
1772576904.971411,Middle DIP,1061,440,178.38
1772576904.971411,Landmark_12,1054,399,
1772576904.971411,Landmark_13,1134,551,
1772576904.971411,Ring PIP,1119,485,174.96
1772576904.971411,Ring DIP,1113,441,177.81
1772576904.971411,Landmark_16,1109,400,
1772576904.971411,Landmark_17,1179,557,
1772576904.971411,Pinky PIP,1171,507,165.20
1772576904.971411,Pinky DIP,1174,477,175.93
1772576904.971411,Landmark_20,1179,448,
1772576904.97181,Landmark_0,404,687,
1772576904.97181,Landmark_1,506,671,
1772576904.97181,Thumb MCP,604,630,178.95
1772576904.97181,Thumb IP,679,597,162.37
1772576904.97181,Landmark_4,735,591,
1772576904.97181,Landmark_5,571,501,
1772576904.97181,Index PIP,631,439,177.93
1772576904.97181,Index DIP,667,399,177.49
1772576904.97181,Landmark_8,695,365,
1772576904.97181,Landmark_9,527,471,
1772576904.97181,Middle PIP,566,389,174.36
1772576904.97181,Middle DIP,584,339,179.03
1772576904.97181,Landmark_12,599,295,
1772576904.97181,Landmark_13,478,459,
1772576904.97181,Ring PIP,509,379,178.98
1772576904.97181,Ring DIP,529,330,173.81
1772576904.97181,Landmark_16,549,293,
1772576904.97181,Landmark_17,415,462,
1772576904.97181,Pinky PIP,399,404,178.31
1772576904.97181,Pinky DIP,388,359,176.19
1772576904.97181,Landmark_20,381,319,
1772576905.057272,Landmark_0,1171,730,
1772576905.057272,Landmark_1,1077,696,
1772576905.057272,Thumb MCP,1003,645,161.13
